segment,threshold,scope,seed,is_actual,num_trades,mean_net_r,sum_net_r,win_rate,max_drawdown,blocked_candidates,trip_days
oos_warm,-10.0,both,0,False,873,-0.070968952394592,-61.95589544047881,0.3917525773195876,0.7810916740148319,0,0
oos_warm,-10.0,both,1,False,869,-0.07224305127915098,-62.7792115615822,0.3912543153049482,0.7737398873190471,8,4
oos_warm,-10.0,both,2,False,869,-0.06920376293064863,-60.138069986733655,0.3924050632911392,0.7948782454516738,12,2
oos_warm,-10.0,both,3,False,864,-0.07248413070320227,-62.62628892756676,0.3912037037037037,0.7966294299601522,22,3
oos_warm,-10.0,both,4,False,862,-0.07576445274850549,-65.30895826921173,0.38979118329466356,0.8252653083787065,23,3
oos_warm,-10.0,both,5,False,861,-0.06863253151196674,-59.09260963180336,0.39256678281068524,0.7423091550118965,21,4
oos_warm,-10.0,both,6,False,871,-0.07452914639260066,-64.91488650795517,0.39035591274397247,0.8085371574718203,4,2
oos_warm,-10.0,both,7,False,870,-0.06751215148868744,-58.73557179515807,0.3931034482758621,0.7547422527579031,6,3
oos_warm,-10.0,both,8,False,870,-0.06752864025427327,-58.74991702121775,0.3931034482758621,0.7531850272436886,7,2
oos_warm,-10.0,both,9,False,871,-0.07154316991004647,-62.31410099165048,0.39150401836969,0.7817740937171226,4,2
oos_warm,-10.0,both,10,False,871,-0.0686176282255994,-59.765954184497076,0.39265212399540755,0.7607793462172074,6,3
oos_warm,-10.0,both,11,False,871,-0.07161796678803893,-62.37924907238191,0.39150401836969,0.782041194729106,3,2
oos_warm,-10.0,both,12,False,872,-0.07276063086091,-63.44727011071352,0.39105504587155965,0.792048014074706,3,2
oos_warm,-10.0,both,13,False,871,-0.07449307614134804,-64.88346931911414,0.39035591274397247,0.7947212534673773,3,3
oos_warm,-10.0,both,14,False,868,-0.07428578286443291,-64.48005952632776,0.39055299539170507,0.8017877837820446,11,3
oos_warm,-10.0,both,15,False,863,-0.07369095548743863,-63.595294585659545,0.3904982618771727,0.7719571070588493,16,4
