lens,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate
baseline,ETH/USDT:USDT,1h,oos,matched_random,18,122.0,87.0,0.24652597775597587,0.041523944509229714,0.5517241379310345
baseline,ETH/USDT:USDT,1h,oos,matched_random,19,122.0,90.0,0.32734697132551444,0.04344237550982164,0.5888888888888889
baseline,ETH/USDT:USDT,1h,oos,matched_random,-1,122.0,91.1,0.30368869986371944,0.0533967290567985,0.5866502909331908
baseline,SOL/USDT:USDT,15m,is,default,-1,2877.0,1570.0,2.5074683062350074,0.3060508504190511,0.49872611464968153
baseline,SOL/USDT:USDT,15m,is,filter_bot3,-1,959.0,709.0,2.525827173968547,0.10688756448001721,0.5684062059238364
baseline,SOL/USDT:USDT,15m,is,matched_random,0,959.0,687.0,0.22042920379762654,0.30703722975089565,0.47307132459970885
baseline,SOL/USDT:USDT,15m,is,matched_random,1,959.0,700.0,0.4406734107048285,0.38862263576772704,0.4828571428571429
baseline,SOL/USDT:USDT,15m,is,matched_random,2,959.0,702.0,-0.00689702619111522,0.452177796485445,0.46296296296296297
baseline,SOL/USDT:USDT,15m,is,matched_random,3,959.0,725.0,0.6730508533240435,0.3085884458018147,0.49517241379310345
baseline,SOL/USDT:USDT,15m,is,matched_random,4,959.0,690.0,1.0785159169720777,0.2251317917886701,0.5115942028985507
baseline,SOL/USDT:USDT,15m,is,matched_random,5,959.0,707.0,0.6878250232800696,0.20034732538139385,0.49222065063649223
baseline,SOL/USDT:USDT,15m,is,matched_random,6,959.0,706.0,0.4386242346709785,0.3270532343768644,0.48583569405099153
baseline,SOL/USDT:USDT,15m,is,matched_random,7,959.0,686.0,0.5363724696729336,0.2225702554961417,0.49271137026239065
baseline,SOL/USDT:USDT,15m,is,matched_random,8,959.0,690.0,0.0004904656830691238,0.4109375159180042,0.463768115942029
baseline,SOL/USDT:USDT,15m,is,matched_random,9,959.0,704.0,0.9297325332614117,0.1941442658542945,0.5056818181818182
baseline,SOL/USDT:USDT,15m,is,matched_random,10,959.0,699.0,0.31443006453271666,0.22107461680408352,0.47782546494992845
baseline,SOL/USDT:USDT,15m,is,matched_random,11,959.0,712.0,0.2569621572938517,0.2701271030586731,0.46629213483146065
baseline,SOL/USDT:USDT,15m,is,matched_random,12,959.0,693.0,0.30428385038783506,0.30328385057318946,0.481962481962482
baseline,SOL/USDT:USDT,15m,is,matched_random,13,959.0,698.0,0.2547109211978679,0.272404738440249,0.47564469914040114
baseline,SOL/USDT:USDT,15m,is,matched_random,14,959.0,710.0,0.17971689108954889,0.23513854171461554,0.4647887323943662
baseline,SOL/USDT:USDT,15m,is,matched_random,15,959.0,711.0,0.1185194347263905,0.3529714701562952,0.4669479606188467
baseline,SOL/USDT:USDT,15m,is,matched_random,16,959.0,698.0,0.20765668192183676,0.27363869587517126,0.4713467048710602
baseline,SOL/USDT:USDT,15m,is,matched_random,17,959.0,691.0,0.5775551084545104,0.2556227617955276,0.48625180897250364
baseline,SOL/USDT:USDT,15m,is,matched_random,18,959.0,725.0,1.0442151045107555,0.17818370064782948,0.5089655172413793
baseline,SOL/USDT:USDT,15m,is,matched_random,19,959.0,706.0,0.46557800438387076,0.23069672674272854,0.48725212464589235
baseline,SOL/USDT:USDT,15m,is,matched_random,-1,959.0,702.0,0.43612226518375524,0.2814876351214807,0.4826576662906755
baseline,SOL/USDT:USDT,15m,oos,default,-1,1435.0,782.0,0.6203197082092432,0.12571276085727906,0.5089514066496164
baseline,SOL/USDT:USDT,15m,oos,filter_bot3,-1,539.0,379.0,0.7800842874508674,0.04743689471852908,0.58311345646438
baseline,SOL/USDT:USDT,15m,oos,matched_random,0,539.0,382.0,0.16611400396772552,0.11315512662345988,0.49214659685863876
baseline,SOL/USDT:USDT,15m,oos,matched_random,1,539.0,374.0,0.022195122407184135,0.17266394819875372,0.48128342245989303
baseline,SOL/USDT:USDT,15m,oos,matched_random,2,539.0,389.0,0.31980502942020955,0.11423130229894682,0.5115681233933161
baseline,SOL/USDT:USDT,15m,oos,matched_random,3,539.0,376.0,-0.0666487664856526,0.21479916356767814,0.46808510638297873
baseline,SOL/USDT:USDT,15m,oos,matched_random,4,539.0,380.0,-0.03578830051551195,0.18628218099950156,0.47368421052631576
baseline,SOL/USDT:USDT,15m,oos,matched_random,5,539.0,380.0,0.15188301991328407,0.1608706788174163,0.4921052631578947
