symbol,timeframe,segment,lens,unit,buffer,eligible,filled,num_trades,fill_rate,total_return,max_drawdown,win_rate,sharpe,mean_gross_r,n_take_profit,n_stop_loss,n_end_of_data,would_be_stopped,rescued_tp,deeper_sl,unclosed_eod,rescue_net_r
SOL/USDT:USDT,4h,is,pen_5bp,atr,0.5,72,43,37,0.5972222222222222,0.0846236239076028,0.0288431666295055,0.6756756756756757,11.828372531488888,0.2488917439655946,25,12,0,17,4,13,0,1.4753553420262433
SOL/USDT:USDT,4h,oos_warm,baseline,atr,0.0,54,44,38,0.8148148148148148,0.1288034100167548,0.0412724490098483,0.5526315789473685,12.251722167284656,0.3815789473684208,21,17,0,0,0,0,0,0.0
SOL/USDT:USDT,4h,oos_warm,baseline,atr,0.1,54,44,38,0.8148148148148148,0.0948180154508456,0.0410719644651079,0.5526315789473685,9.812034951682673,0.2879436815621846,21,17,0,20,0,20,0,-2.2339146160081302
SOL/USDT:USDT,4h,oos_warm,baseline,atr,0.25,54,44,38,0.8148148148148148,0.055043162504388,0.0408419766954065,0.5526315789473685,6.384650753946423,0.1824736732333189,21,17,0,20,0,20,0,-5.58478654002035
SOL/USDT:USDT,4h,oos_warm,baseline,atr,0.5,54,44,37,0.8148148148148148,0.040965581886564,0.0305322752162177,0.5945945945945946,5.532029520044868,0.1420319214463455,22,15,0,20,2,18,0,-4.92580666292014
SOL/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.0,54,44,38,0.8148148148148148,0.1010017936455593,0.0509585827243625,0.5263157894736842,9.750746261706096,0.3157894736842103,20,18,0,0,0,0,0,0.0
SOL/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.1,54,44,38,0.8148148148148148,0.0697249974006814,0.0508256469721896,0.5263157894736842,7.33813371430661,0.2268231844632814,20,18,0,21,0,21,0,-2.3680624627759705
SOL/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.25,54,44,38,0.8148148148148148,0.0328950273702546,0.0505738942035554,0.5263157894736842,3.9373269696087903,0.1265977651899288,20,18,0,21,0,21,0,-5.920156156939953
SOL/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.5,54,44,37,0.8148148148148148,0.0213919442814594,0.0425900819949708,0.5675675675675675,2.9947015393799052,0.0907398626780204,21,16,0,21,2,19,0,-5.596545896759354
SOL/USDT:USDT,4h,oos,baseline,atr,0.0,47,37,32,0.7872340425531915,0.0870083192687559,0.0412724490098482,0.53125,10.02308711985432,0.3281249999999998,17,15,0,0,0,0,0,0.0
SOL/USDT:USDT,4h,oos,baseline,atr,0.1,47,37,32,0.7872340425531915,0.0610706187477768,0.0410719644651077,0.53125,7.641505651458691,0.2378669871841668,17,15,0,17,0,17,0,-1.907278110520729
SOL/USDT:USDT,4h,oos,baseline,atr,0.25,47,37,32,0.7872340425531915,0.0300249780265281,0.0422022670242321,0.53125,4.247055934127804,0.1364274817760171,17,15,0,17,0,17,0,-4.768195276301836
SOL/USDT:USDT,4h,oos,baseline,atr,0.5,47,37,31,0.7872340425531915,0.0248554994691121,0.0305322752162242,0.5806451612903226,4.066452541306486,0.1149241718876021,18,13,0,17,2,15,0,-3.2926241354831394
SOL/USDT:USDT,4h,oos,pen_5bp,atr,0.0,47,37,32,0.7872340425531915,0.0602360859317223,0.0509585827243625,0.5,7.101678889349299,0.2499999999999998,16,16,0,0,0,0,0,0.0
SOL/USDT:USDT,4h,oos,pen_5bp,atr,0.1,47,37,32,0.7872340425531915,0.0367510845302358,0.0508256469721919,0.5,4.747710489335983,0.1652863968792192,16,16,0,18,0,18,0,-2.0414259572885687
SOL/USDT:USDT,4h,oos,pen_5bp,atr,0.25,47,37,32,0.7872340425531915,0.0084020404865015,0.0505738942035597,0.5,1.374730163998414,0.0700748409744913,16,16,0,18,0,18,0,-5.1035648932214395
SOL/USDT:USDT,4h,oos,pen_5bp,atr,0.5,47,37,31,0.7872340425531915,0.0055847853424718,0.0425900819949771,0.5483870967741935,1.0853104681683654,0.0537046178737947,17,14,0,18,2,16,0,-3.963363369322354
BNB/USDT:USDT,4h,full,baseline,atr,0.0,107,71,61,0.6635514018691588,0.3620290124854666,0.0365578064770352,0.6229508196721312,19.996060101150057,0.5573770491803276,38,23,0,0,0,0,0,0.0
BNB/USDT:USDT,4h,full,baseline,atr,0.1,107,71,62,0.6635514018691588,0.29437626663028,0.0381029681832875,0.6290322580645161,17.580094326799944,0.4705484267375099,39,23,0,30,0,30,0,-3.507373327493174
BNB/USDT:USDT,4h,full,baseline,atr,0.25,107,71,62,0.6635514018691588,0.2145226677171544,0.0399590511335789,0.6290322580645161,14.302478516771346,0.3571831058759954,39,23,0,30,0,30,0,-8.768433318732974
BNB/USDT:USDT,4h,full,baseline,atr,0.5,107,71,61,0.6635514018691588,0.1598711023765625,0.039694767631398,0.6557377049180327,12.398828188962414,0.277958600657144,40,21,0,30,2,28,0,-10.954560311634587
BNB/USDT:USDT,4h,full,pen_5bp,atr,0.0,107,70,60,0.6542056074766355,0.3431631558483088,0.0363784624916279,0.6166666666666667,19.38631292932222,0.5416666666666664,37,23,0,0,0,0,0,0.0
BNB/USDT:USDT,4h,full,pen_5bp,atr,0.1,107,70,61,0.6542056074766355,0.2777655654024778,0.0381029681832875,0.6229508196721312,16.962941202140392,0.4555027794527609,38,23,0,30,0,30,0,-3.519192781195697
BNB/USDT:USDT,4h,full,pen_5bp,atr,0.25,107,70,61,0.6542056074766355,0.2004894152370818,0.0399590511335789,0.6229508196721312,13.6682157989965,0.3425719044405224,38,23,0,30,0,30,0,-8.797981952989272
BNB/USDT:USDT,4h,full,pen_5bp,atr,0.5,107,70,61,0.6542056074766355,0.1578319648959648,0.030165100808486,0.6557377049180327,12.30471443279971,0.2743810395270106,40,21,0,30,2,28,0,-11.013657580147177
BNB/USDT:USDT,4h,is,baseline,atr,0.0,71,46,40,0.647887323943662,0.2251429162465778,0.0363784624916279,0.625,19.90176723486443,0.5625,25,15,0,0,0,0,0,0.0
BNB/USDT:USDT,4h,is,baseline,atr,0.1,71,46,40,0.647887323943662,0.1832504691471423,0.0381029681832875,0.625,17.52973736755508,0.4646043798436223,25,15,0,19,0,19,0,-2.1505870030136176
BNB/USDT:USDT,4h,is,baseline,atr,0.25,71,46,40,0.647887323943662,0.1345591620931114,0.0399590511335789,0.625,14.229374633402267,0.3531286334081377,25,15,0,19,0,19,0,-5.376467507534075
BNB/USDT:USDT,4h,is,baseline,atr,0.5,71,46,39,0.647887323943662,0.1120342969833382,0.030165100808486,0.6666666666666666,13.87970608509496,0.3030250588325909,26,13,0,19,2,17,0,-4.170628689236834
BNB/USDT:USDT,4h,is,pen_5bp,atr,0.0,71,46,40,0.647887323943662,0.1949773102857316,0.0363784624916279,0.6,17.30076052566296,0.5,24,16,0,0,0,0,0,0.0
BNB/USDT:USDT,4h,is,pen_5bp,atr,0.1,71,46,40,0.647887323943662,0.1553909267333307,0.0381029681832875,0.6,14.929248964972938,0.4048960570659424,24,16,0,20,0,20,0,-2.2448396067964342
BNB/USDT:USDT,4h,is,pen_5bp,atr,0.25,71,46,40,0.647887323943662,0.1093796742147144,0.0399590511335789,0.6,11.632245309394165,0.2969169735721416,24,16,0,20,0,20,0,-5.612099016991117
BNB/USDT:USDT,4h,is,pen_5bp,atr,0.5,71,46,40,0.647887323943662,0.0982565289052052,0.030165100808486,0.65,11.898220340020233,0.2649936516383228,26,14,0,20,2,18,0,-4.6418917081509115
BNB/USDT:USDT,4h,oos_warm,baseline,atr,0.0,36,25,21,0.6944444444444444,0.1117307168197659,0.0365578064770353,0.6190476190476191,19.689081413787644,0.547619047619047,13,8,0,0,0,0,0,0.0
BNB/USDT:USDT,4h,oos_warm,baseline,atr,0.1,36,25,22,0.6944444444444444,0.0939157011813695,0.0377537251656692,0.6363636363636364,17.26711131580398,0.4813557847263965,14,8,0,11,0,11,0,-1.356786324479557
BNB/USDT:USDT,4h,oos_warm,baseline,atr,0.25,36,25,22,0.6944444444444444,0.0704798024604735,0.0384316822908331,0.6363636363636364,14.105607191997656,0.364554873999373,14,8,0,11,0,11,0,-3.391965811198898
BNB/USDT:USDT,4h,oos_warm,baseline,atr,0.5,36,25,22,0.6944444444444444,0.043017383117583,0.0396947676313979,0.6363636363636364,9.58295350257426,0.2335226066188517,14,8,0,11,0,11,0,-6.783931622397752
BNB/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.0,36,24,20,0.6666666666666666,0.1240072462356158,0.0259187854890299,0.65,23.27932892309182,0.6249999999999993,13,7,0,0,0,0,0,0.0
BNB/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.1,36,24,21,0.6666666666666666,0.1059162192100127,0.0271976523744351,0.6666666666666666,20.692003700210996,0.5518965363800344,14,7,0,10,0,10,0,-1.2743531743992624
BNB/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.25,36,24,21,0.6666666666666666,0.0821267444681279,0.0279697096249168,0.6666666666666666,17.44699549988698,0.4295336775231527,14,7,0,10,0,10,0,-3.185882935998154
BNB/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.5,36,24,21,0.6666666666666666,0.0542454649007615,0.0293570821235873,0.6666666666666666,12.783100922179552,0.2922617783626066,14,7,0,10,0,10,0,-6.3717658719962635
BNB/USDT:USDT,4h,oos,baseline,atr,0.0,35,24,20,0.6857142857142857,0.0957420265370777,0.0365578064770352,0.6,17.70181623562617,0.4999999999999994,12,8,0,0,0,0,0,0.0
